season,started_month,started_day,weekday_type,started_hour_of_day,formatted_hour,member_casual,total_count,avg_duration,avg_distance
Winter,Jan,Wednesday,weekday,9,9 AM,member,1244,13.17,1.17
Spring,Mar,Tuesday,weekday,20,8 PM,member,1243,10.1,1.18
Spring,May,Friday,weekday,23,11 PM,member,1242,13.26,1.46
Summer,Aug,Monday,weekday,11,11 AM,casual,1240,27.08,1.48
Fall,Sep,Wednesday,weekday,10,10 AM,casual,1236,20.33,1.35
Fall,Sep,Saturday,weekend,7,7 AM,member,1235,12.35,1.44
Fall,Sep,Thursday,weekday,10,10 AM,casual,1232,20.32,1.32
Fall,Sep,Monday,weekday,22,10 PM,casual,1230,14.42,1.27
Winter,Jan,Friday,weekday,16,4 PM,member,1228,12.78,1.1
Fall,Nov,Thursday,weekday,13,1 PM,member,1227,8.78,1.08
Summer,Jun,Sunday,weekend,0,12 AM,casual,1224,16.51,1.32
Fall,Nov,Friday,weekday,6,6 AM,member,1223,11.29,1.41
Spring,Apr,Wednesday,weekday,10,10 AM,member,1221,10.48,1.26
Fall,Nov,Monday,weekday,6,6 AM,member,1219,10.54,1.45
Fall,Nov,Tuesday,weekday,20,8 PM,member,1218,9.86,1.22
Summer,Aug,Tuesday,weekday,8,8 AM,casual,1217,12.49,1.21
Summer,Jun,Tuesday,weekday,12,12 PM,casual,1216,25.42,1.43
Spring,Mar,Tuesday,weekday,17,5 PM,casual,1214,15.52,1.39
Winter,Dec,Friday,weekday,9,9 AM,member,1214,9.67,1.15
Winter,Dec,Tuesday,weekday,14,2 PM,member,1213,9.73,1.15
Winter,Jan,Wednesday,weekday,14,2 PM,member,1212,12.64,1.1
Winter,Jan,Tuesday,weekday,15,3 PM,member,1212,11.2,1.1
Spring,May,Friday,weekday,21,9 PM,casual,1211,17.5,1.31
Fall,Oct,Sunday,weekend,20,8 PM,member,1211,11.35,1.22
Winter,Dec,Tuesday,weekday,13,1 PM,member,1208,9.21,1.01
Spring,Mar,Sunday,weekend,9,9 AM,member,1208,12.0,1.3
Summer,Jul,Saturday,weekend,0,12 AM,casual,1206,19.11,1.39
Fall,Oct,Tuesday,weekday,12,12 PM,casual,1206,21.47,1.37
Summer,Jul,Friday,weekday,23,11 PM,member,1205,12.94,1.63
Spring,Mar,Monday,weekday,11,11 AM,member,1201,10.77,1.12
Spring,Apr,Thursday,weekday,6,6 AM,member,1201,10.98,1.4
Summer,Aug,Saturday,weekend,1,1 AM,casual,1200,18.71,1.34
Spring,Apr,Saturday,weekend,8,8 AM,member,1199,11.76,1.48
Spring,Mar,Sunday,weekend,16,4 PM,casual,1194,23.28,1.28
Summer,Jul,Sunday,weekend,21,9 PM,casual,1194,19.0,1.33
Winter,Dec,Saturday,weekend,18,6 PM,member,1191,10.34,1.14
Winter,Feb,Thursday,weekday,6,6 AM,member,1191,9.43,1.22
Fall,Oct,Friday,weekday,10,10 AM,casual,1190,25.28,1.51
Winter,Feb,Wednesday,weekday,6,6 AM,member,1190,12.44,1.3
Winter,Feb,Saturday,weekend,13,1 PM,member,1190,11.05,1.17
Summer,Aug,Thursday,weekday,10,10 AM,casual,1190,23.81,1.57
Summer,Aug,Tuesday,weekday,20,8 PM,casual,1189,16.95,1.46
Spring,Mar,Wednesday,weekday,20,8 PM,member,1189,9.57,1.13
Spring,Mar,Monday,weekday,20,8 PM,member,1187,10.15,1.17
Spring,May,Thursday,weekday,21,9 PM,casual,1186,14.56,1.45
Spring,Apr,Thursday,weekday,10,10 AM,member,1185,9.9,1.19
Summer,Jul,Wednesday,weekday,10,10 AM,casual,1183,22.37,1.44
Winter,Jan,Thursday,weekday,9,9 AM,member,1183,10.3,1.09
Fall,Nov,Monday,weekday,20,8 PM,member,1182,10.42,1.17
Fall,Sep,Tuesday,weekday,9,9 AM,casual,1182,15.55,1.26
Summer,Jun,Thursday,weekday,22,10 PM,casual,1181,17.05,1.43
Spring,Mar,Wednesday,weekday,6,6 AM,member,1181,8.18,1.18
Spring,Apr,Monday,weekday,12,12 PM,casual,1180,22.36,1.35
Summer,Jul,Saturday,weekend,23,11 PM,member,1180,14.89,1.62
Summer,Aug,Saturday,weekend,0,12 AM,member,1179,11.6,1.56
Winter,Jan,Wednesday,weekday,12,12 PM,member,1175,10.29,0.99
Fall,Oct,Wednesday,weekday,7,7 AM,casual,1175,11.44,1.23
Fall,Nov,Sunday,weekend,10,10 AM,casual,1174,21.14,1.48
Summer,Jul,Saturday,weekend,7,7 AM,member,1173,14.31,1.65
Fall,Oct,Tuesday,weekday,22,10 PM,member,1172,10.91,1.39
Winter,Dec,Tuesday,weekday,9,9 AM,member,1171,10.01,1.2
Spring,May,Thursday,weekday,8,8 AM,casual,1169,13.27,1.31
Spring,Apr,Saturday,weekend,21,9 PM,member,1169,12.0,1.38
Summer,Jul,Friday,weekday,8,8 AM,casual,1168,16.01,1.4
Winter,Feb,Saturday,weekend,16,4 PM,member,1167,11.0,1.19
Summer,Aug,Thursday,weekday,7,7 AM,casual,1166,12.58,1.31
Fall,Oct,Saturday,weekend,20,8 PM,casual,1166,19.39,1.26
Summer,Jul,Monday,weekday,10,10 AM,casual,1164,25.7,1.44
Winter,Feb,Friday,weekday,9,9 AM,member,1164,10.58,1.12
Spring,Apr,Sunday,weekend,10,10 AM,casual,1163,23.76,1.52
Spring,Apr,Friday,weekday,17,5 PM,casual,1160,17.97,1.3
Summer,Jun,Saturday,weekend,0,12 AM,member,1160,12.31,1.49
Summer,Aug,Tuesday,weekday,21,9 PM,casual,1158,14.62,1.45
Fall,Oct,Tuesday,weekday,14,2 PM,casual,1156,20.12,1.41
Winter,Dec,Thursday,weekday,11,11 AM,member,1156,10.68,1.19
Fall,Sep,Tuesday,weekday,22,10 PM,casual,1152,15.77,1.36
Spring,Mar,Tuesday,weekday,11,11 AM,member,1149,11.41,1.1
Fall,Oct,Wednesday,weekday,11,11 AM,casual,1148,20.48,1.35
Winter,Dec,Sunday,weekend,10,10 AM,member,1147,10.12,1.2
Spring,Apr,Friday,weekday,6,6 AM,member,1147,9.3,1.41
